# Generated by Tools/threads/flagoff-ledger.py (--base origin/main). One row per pre-existing function that has code the branch added
# outside every flag-on gate. Columns verdict, reason, reviewer are maintained by hand and survive regeneration.
# verdict: shape | restored | deliberate | data | fail-stop | lock | atomic | upstream-fix | flag-on-arm (see docs/threads/FLAG-OFF-LANDING.md L3).
file	function	ungated_lines	auto	verdict	reason	reviewer	note
Source/JavaScriptCore/jit/ThunkGenerators.cpp	MacroAssemblerCodeRef<JITThunkPtrTag> handleExceptionGenerator(VM& vm)	1	other				
Source/JavaScriptCore/jit/ThunkGenerators.cpp	MacroAssemblerCodeRef<JITThunkPtrTag> remoteFunctionCallGenerator(VM& vm)	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/jit/ThunkGenerators.cpp	MacroAssemblerCodeRef<JITThunkPtrTag> throwExceptionFromCallGenerator(VM& vm)	1	other				
Source/JavaScriptCore/jit/ThunkGenerators.cpp	MacroAssemblerCodeRef<JITThunkPtrTag> throwExceptionFromCallSlowPathGenerator(VM& vm)	1	other				
Source/JavaScriptCore/jit/ThunkGenerators.cpp	MacroAssemblerCodeRef<JITThunkPtrTag> throwStackOverflowAtPrologueGenerator(VM& vm)	1	other				
Source/JavaScriptCore/jit/ThunkGenerators.cpp	static MacroAssemblerCodeRef<JITThunkPtrTag> nativeForGenerator(VM& vm, ThunkFunctionType thunkFunctionType, CodeSpecializationKind kind, ThunkEntryType entryTy	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/jit/ThunkGenerators.cpp	static MacroAssemblerCodeRef<JITThunkPtrTag> virtualThunkFor(VM& vm, CallMode mode, CodeSpecializationKind kind)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/jsc.cpp	JSC_DEFINE_HOST_FUNCTION(functionMaxArguments, (JSGlobalObject* globalObject, CallFrame*))	1	other				
Source/JavaScriptCore/jsc.cpp	JSC_DEFINE_HOST_FUNCTION(functionSetTimeout, (JSGlobalObject* globalObject, CallFrame* callFrame))	1	other				
Source/JavaScriptCore/jsc.cpp	Worker& Worker::current()	4	other				
Source/JavaScriptCore/jsc.cpp	public: void add(UniquedStringImpl* uid)	1	lock				
Source/JavaScriptCore/jsc.cpp	template<typename Func> int runJSC(const CommandLine& options, bool isWorker, const Func& func)	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/jsc.cpp	template<typename Func> void Workers::broadcast(const Func& func)	2	other				
Source/JavaScriptCore/llint/LLIntData.cpp	void initialize()	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	(no enclosing function found)	6	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(entry_osr)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(entry_osr_function_for_call)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(entry_osr_function_for_call_arityCheck)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(entry_osr_function_for_construct)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(entry_osr_function_for_construct_arityCheck)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_async_iterator_next_with_driver)	2	relaxed-atomic				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_async_iterator_open_get_next)	1	relaxed-atomic				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_check_private_brand)	1	other				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_get_by_id_direct)	8	relaxed-atomic,gate-test				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_get_hasInstance_from_instanceof)	1	relaxed-atomic				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_get_private_name)	1	other				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_get_prototype_from_instanceof)	1	relaxed-atomic				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_handle_traps)	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_iterator_next_get_done)	1	relaxed-atomic				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_iterator_next_get_value)	1	relaxed-atomic				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_iterator_open_get_next)	1	relaxed-atomic				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_log_shadow_chicken_prologue)	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_log_shadow_chicken_tail)	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_profile_catch)	1	relaxed-atomic				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_put_by_id)	14	relaxed-atomic,gate-test				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_put_private_name)	1	other				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_put_to_scope)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_set_private_brand)	1	other				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	LLINT_SLOW_PATH_DECL(slow_path_size_frame_for_varargs)	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	UGPRPair SYSV_ABI llint_check_stack_and_vm_traps(CallFrame* callFrame, const JSInstruction* pc, void* newTopOfStack)	3	other				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	static ALWAYS_INLINE JSValue getByVal(VM& vm, JSGlobalObject* globalObject, CodeBlock* codeBlock, JSValue baseValue, JSValue subscript, OpGetByVal bytecode)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	static ALWAYS_INLINE void* firstCallToJSFunction(VM& vm, CallFrame* calleeFrame, CodeSpecializationKind kind)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	static UGPRPair entryOSR(CodeBlock* codeBlock, const char *name, EntryKind kind)	2	other				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	static inline UGPRPair commonCallDirectEval(CallFrame* callFrame, const JSInstruction* pc, MacroAssemblerCodeRef<JSEntryPtrTag> returnPoint)	1	other				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	template<bool threaded> static JSValue performLLIntGetByIDPerThreadsMode(BytecodeIndex bytecodeIndex, CodeBlock* codeBlock, JSGlobalObject* globalObject, JSValu	15	relaxed-atomic,gate-test				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	template<bool threaded> static UGPRPair handleHostCallPerThreadsMode(CallFrame* calleeFrame, JSValue callee, CodeSpecializationKind kind)	2	other				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	template<bool threaded> static UGPRPair setUpCallPerThreadsMode(CallFrame* calleeFrame, CodeSpecializationKind kind, JSValue calleeAsValue)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	template<bool threaded> static bool jitCompileAndSetHeuristicsPerThreadsMode(VM& vm, CodeBlock* codeBlock)	10	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	template<bool threaded> static void setupGetByIdPrototypeCachePerThreadsMode(JSGlobalObject* globalObject, VM& vm, CodeBlock* codeBlock, BytecodeIndex bytecodeI	3	fail-stop,gate-test				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	template<typename Op, SetArgumentsWith set> static ALWAYS_INLINE UGPRPair varargsSetup(CallFrame* callFrame, const JSInstruction* pc, CodeSpecializationKind)	8	relaxed-atomic,gate-test				
Source/JavaScriptCore/llint/LLIntSlowPaths.cpp	void* handleUnlinkedCall(VM& vm, CallFrame* calleeFrame)	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/llint/LLIntThunks.cpp	MacroAssemblerCodeRef<JSEntryPtrTag> getHostCallReturnValueThunk()	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/lol/LOLJIT.cpp	RefPtr<BaselineJITCode> LOLJIT::compileAndLinkWithoutFinalizing(JITCompilationEffort effort)	1	other				
Source/JavaScriptCore/lol/LOLJITOperations.cpp	JSC_DEFINE_JIT_OPERATION(operationResolveScopeForLOL, EncodedJSValue, (CallFrame* callFrame, unsigned bytecodeOffset, JSScope* environment))	5	relaxed-atomic,gate-test				
Source/JavaScriptCore/parser/Parser.h	template <class ParsedNode> std::unique_ptr<ParsedNode> parseRootNode( VM& vm, const SourceCode& source, ImplementationVisibility implementationVisibility, JSPa	1	lock,gate-test				
Source/JavaScriptCore/parser/SourceProvider.cpp	SourceID SourceProvider::getID()	4	fail-stop,locked-rmw				
Source/JavaScriptCore/parser/SourceProvider.cpp	const String& SourceProvider::sourceURLStripped()	5	lock,relaxed-atomic				
Source/JavaScriptCore/parser/SourceProvider.h	SourceID asID()	4	relaxed-atomic				
Source/JavaScriptCore/parser/UnlinkedSourceCode.h	(no enclosing function found)	28	relaxed-atomic				
Source/JavaScriptCore/parser/UnlinkedSourceCode.h	StringView view() const	1	other				
Source/JavaScriptCore/parser/UnlinkedSourceCode.h	UnlinkedSourceCode(Ref<SourceProvider>&& provider) : m_provider(WTF::move(provider)) , m_startOffset(0)	1	other				
Source/JavaScriptCore/parser/VariableEnvironment.cpp	CompactTDZEnvironmentMap::Handle CompactTDZEnvironmentMap::get(CompactTDZEnvironment* environment, bool& isNewEntry)	1	lock,main-form-helper,gate-test				
Source/JavaScriptCore/parser/VariableEnvironment.cpp	CompactTDZEnvironmentMap::Handle::Handle(const CompactTDZEnvironmentMap::Handle& other) : m_environment(other.m_environment) , m_map(other.m_map)	1	lock,main-form-helper,gate-test				
Source/JavaScriptCore/parser/VariableEnvironment.cpp	CompactTDZEnvironmentMap::Handle::~Handle()	7	lock,main-form-helper,gate-test				
Source/JavaScriptCore/parser/VariableEnvironment.cpp	TDZEnvironment& CompactTDZEnvironment::toTDZEnvironmentSlow() const	3	relaxed-atomic				
Source/JavaScriptCore/parser/VariableEnvironmentInlines.h	inline TDZEnvironment& CompactTDZEnvironment::toTDZEnvironment() const	1	other				
Source/JavaScriptCore/parser/VariableEnvironmentInlines.h	inline bool TDZEnvironmentLink::contains(UniquedStringImpl* impl) const	1	other				
Source/JavaScriptCore/runtime/AbstractModuleRecord.cpp	JSModuleNamespaceObject* AbstractModuleRecord::getModuleNamespace(JSGlobalObject* globalObject, ModulePhase phase, bool shouldPreventExtensions)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/AbstractModuleRecord.cpp	auto AbstractModuleRecord::tryGetCachedResolution(UniquedStringImpl* exportName) -> std::optional<Resolution>	1	lock				
Source/JavaScriptCore/runtime/AbstractModuleRecord.cpp	void AbstractModuleRecord::cacheResolution(UniquedStringImpl* exportName, const Resolution& resolution)	1	lock				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	ArrayBufferContents::ArrayBufferContents(Ref<SharedArrayBufferContents>&& shared, bool forceFixedLengthIfWasm) : m_shared(WTF::move(shared)) , m_memoryHandle(m_	4	fail-stop,relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	ArrayBufferContents::ArrayBufferContents(void* data, size_t sizeInBytes, size_t maxByteLength, Ref<BufferMemoryHandle>&& memoryHandle) : m_data(data) , m_memory	2	fail-stop,relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	ArrayBufferContents::ArrayBufferContents(void* data, size_t sizeInBytes, std::optional<size_t> maxByteLength, ArrayBufferDestructorFunction&& destructor) : m_da	2	fail-stop,relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	SharedArrayBufferContents::~SharedArrayBufferContents()	1	relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	bool ArrayBuffer::detach(VM& vm)	51	locked-rmw,lock,relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	bool ArrayBuffer::shareWith(ArrayBufferContents& result)	1	other				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	bool ArrayBuffer::transferTo(VM& vm, ArrayBufferContents& result)	44	lock,relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	static void zeroFill(void* base, size_t size)	8	relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	std::expected<int64_t, GrowFailReason> ArrayBuffer::resize(VM& vm, size_t newByteLength)	10	relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	void ArrayBuffer::makeShared()	1	relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	void ArrayBuffer::makeWasmMemory()	1	relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	void ArrayBuffer::notifyDetaching(VM& vm)	3	other				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	void ArrayBuffer::refreshAfterWasmMemoryGrow(VM& vm, Wasm::Memory* memory)	3	other				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	void ArrayBufferContents::copyTo(ArrayBufferContents& other)	5	fail-stop,relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	void ArrayBufferContents::refreshAfterWasmMemoryGrow(VM& vm, Wasm::Memory* memory)	9	relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	void ArrayBufferContents::shareWith(ArrayBufferContents& other)	2	fail-stop,relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.cpp	void ArrayBufferContents::tryAllocate(size_t numElements, unsigned elementByteSize, InitializationPolicy policy)	2	fail-stop,relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.h	bool ArrayBuffer::isDetachable() const	1	relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.h	private: void reset()	1	relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.h	size_t sizeInBytes(std::memory_order order = std::memory_order_seq_cst) const	1	relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.h	void ArrayBuffer::pin()	2	fail-stop,locked-rmw,relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.h	void ArrayBuffer::pinAndLock()	2	relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.h	void ArrayBuffer::unpin()	2	fail-stop,locked-rmw,relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayBuffer.h	void swap(ArrayBufferContents& other)	5	relaxed-atomic				
Source/JavaScriptCore/runtime/ArrayConstructor.cpp	static JSArray* tryCreateArrayFromMapIterator(JSGlobalObject* globalObject, JSMapIterator* mapIterator)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ArrayConstructor.cpp	static JSArray* tryCreateArrayFromSet(JSGlobalObject* globalObject, JSSet* set)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ArrayConstructor.cpp	static JSArray* tryCreateArrayFromSetIterator(JSGlobalObject* globalObject, JSSetIterator* setIterator)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ArrayPrototype.cpp	JSArray* tryConcatAppendArrayFastWithWatchpoints(JSGlobalObject* globalObject, VM& vm, JSArray* firstArray, JSArray* secondArray)	9	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ArrayPrototype.cpp	JSC_DEFINE_HOST_FUNCTION(arrayProtoFuncIndexOf, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/runtime/ArrayPrototype.cpp	JSC_DEFINE_HOST_FUNCTION(arrayProtoFuncJoin, (JSGlobalObject* globalObject, CallFrame* callFrame))	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ArrayPrototype.cpp	JSC_DEFINE_HOST_FUNCTION(arrayProtoFuncReverse, (JSGlobalObject* globalObject, CallFrame* callFrame))	12	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ArrayPrototype.cpp	static ALWAYS_INLINE std::tuple<uint64_t, IndexingType, std::span<EncodedJSValue>> sortCompact(JSGlobalObject* globalObject, JSObject* thisObject, uint64_t leng	10	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ArrayPrototype.cpp	static JSArray* tryConcatAppendOneNonArray(JSGlobalObject* globalObject, VM& vm, JSArray* first, JSValue second)	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ArrayPrototype.cpp	static JSArray* tryConcatMultipleArraysFast(JSGlobalObject* globalObject, VM& vm, JSArray* firstArray, CallFrame* callFrame)	25	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ArrayPrototype.cpp	template<IndexOfDirection direction> ALWAYS_INLINE JSValue fastIndexOf(JSGlobalObject* globalObject, VM& vm, JSArray* array, uint64_t length64, JSValue searchEl	7	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ArrayPrototypeInlines.h	ALWAYS_INLINE JSString* fastArrayJoin(JSGlobalObject* globalObject, JSObject* thisObject, StringView separator, unsigned length, bool& sawHoles, bool& genericCa	18	main-form-helper,gate-test				
Source/JavaScriptCore/runtime/AsyncGeneratorPrototype.cpp	JSC_DEFINE_HOST_FUNCTION(asyncGeneratorPrototypeNext, (JSGlobalObject* globalObject, CallFrame* callFrame))	1	other				
Source/JavaScriptCore/runtime/AsyncGeneratorPrototype.cpp	JSC_DEFINE_HOST_FUNCTION(asyncGeneratorPrototypeReturn, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/AsyncGeneratorPrototype.cpp	JSC_DEFINE_HOST_FUNCTION(asyncGeneratorPrototypeThrow, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/AsyncGeneratorPrototype.cpp	JSValue asyncGeneratorNext(JSGlobalObject* globalObject, JSAsyncGenerator* generator, JSValue argument, MicrotaskCallCache* microtaskCallCache)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/AtomicsObject.cpp	EncodedJSValue atomicStore(JSGlobalObject* globalObject, VM& vm, JSValue base, JSValue index, JSValue operand)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/AtomicsObject.cpp	JSC_DEFINE_HOST_FUNCTION(atomicsFuncNotify, (JSGlobalObject* globalObject, CallFrame* callFrame))	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/AtomicsObject.cpp	JSC_DEFINE_HOST_FUNCTION(atomicsFuncWait, (JSGlobalObject* globalObject, CallFrame* callFrame))	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/AtomicsObject.cpp	JSC_DEFINE_HOST_FUNCTION(atomicsFuncWaitAsync, (JSGlobalObject* globalObject, CallFrame* callFrame))	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/AtomicsObject.cpp	static uint64_t validateAtomicAccess(JSGlobalObject* globalObject, VM& vm, JSArrayBufferView* typedArrayView, JSValue accessIndexValue)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/AtomicsObject.cpp	template<typename Adaptor, typename Func> EncodedJSValue atomicReadModifyWriteCase(JSGlobalObject* globalObject, VM& vm, const JSValue* args, JSArrayBufferView*	3	other				
Source/JavaScriptCore/runtime/AtomicsObject.cpp	template<typename Adaptor> EncodedJSValue atomicStoreCase(JSGlobalObject* globalObject, VM& vm, JSValue operand, JSArrayBufferView* typedArrayView, uint64_t acc	3	relaxed-atomic				
Source/JavaScriptCore/runtime/AtomicsObject.cpp	template<typename Func> EncodedJSValue atomicReadModifyWrite(JSGlobalObject* globalObject, VM& vm, const JSValue* args, const Func& func)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/AtomicsObject.cpp	template<typename ValueType, typename JSArrayType> JSValue atomicsWaitImpl(JSGlobalObject* globalObject, JSArrayType* typedArray, uint64_t accessIndex, ValueTyp	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/AuxiliaryBarrier.h	template<typename U> void setWithoutBarrier(U&& value)	5	main-form-helper	restored	a helper whose flag-off form is main's instruction sequence (plain access, unlocked, or a relaxed load and store)	tool	
Source/JavaScriptCore/runtime/Butterfly.h	(no enclosing function found)	6	relaxed-atomic				
Source/JavaScriptCore/runtime/ButterflyInlines.h	ALWAYS_INLINE Butterfly* Butterfly::tryCreate(VM& vm, JSObject*, size_t preCapacity, size_t propertyCapacity, bool hasIndexingHeader, const IndexingHeader& inde	4	other				
Source/JavaScriptCore/runtime/ButterflyInlines.h	ALWAYS_INLINE unsigned Butterfly::optimalContiguousVectorLength(size_t propertyCapacity, unsigned vectorLength)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ButterflyInlines.h	inline Butterfly* Butterfly::createOrGrowPropertyStorage( Butterfly* oldButterfly, VM& vm, JSObject* intendedOwner, Structure* structure, size_t oldPropertyCapa	2	other				
Source/JavaScriptCore/runtime/ButterflyInlines.h	inline Butterfly* Butterfly::reallocArrayRightIfPossible( VM& vm, GCDeferralContext& deferralContext, JSObject* intendedOwner, Structure* oldStructure, size_t p	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/CachedSpecialPropertyAdaptiveStructureWatchpoint.cpp	bool CachedSpecialPropertyAdaptiveStructureWatchpoint::install(VM&)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/CachedSpecialPropertyAdaptiveStructureWatchpoint.cpp	void CachedSpecialPropertyAdaptiveStructureWatchpoint::fireInternal(VM& vm, const FireDetail&)	1	other				
Source/JavaScriptCore/runtime/CachedTypes.cpp	ALWAYS_INLINE UnlinkedFunctionExecutable::UnlinkedFunctionExecutable(Decoder& decoder, const CachedFunctionExecutable& cachedExecutable) : Base(decoder.vm(), de	4	other				
Source/JavaScriptCore/runtime/CachedTypes.cpp	ALWAYS_INLINE void CachedFunctionExecutable::encode(Encoder& encoder, const UnlinkedFunctionExecutable& executable)	2	other				
Source/JavaScriptCore/runtime/CachedTypes.cpp	Ref<AtomStringImpl> Decoder::atomForInlineString(VM& vm, std::span<const uint8_t, 4> slot)	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/CachedTypes.cpp	RefPtr<AtomStringImpl> DecoderStringTable::atomForSlot(VM& vm, uint32_t slot)	1	lock,gate-test				
Source/JavaScriptCore/runtime/CachedTypes.cpp	String UnlinkedFunctionExecutable::ecmaNameWithoutGCSlow() const	1	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/CachedTypes.cpp	std::optional<uint32_t> UnlinkedFunctionExecutable::classSourceStartWithoutMaterializing() const	1	other				
Source/JavaScriptCore/runtime/CachedTypes.cpp	std::optional<uint32_t> UnlinkedFunctionExecutable::firstClassElementOffsetWithoutMaterializing() const	1	other				
Source/JavaScriptCore/runtime/CachedTypes.cpp	void CachedFunctionExecutable::packScalars(const UnlinkedFunctionExecutable& executable, VarintWriter& writer)	2	other				
Source/JavaScriptCore/runtime/CachedTypes.cpp	void UnlinkedFunctionExecutable::materializeDeferredMembersSlow() const	5	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/CachedTypes.cpp	void UnlinkedFunctionExecutable::materializeDeferredNameSlow() const	3	debug-assert,relaxed-atomic				
Source/JavaScriptCore/runtime/CachedTypes.cpp	void UnlinkedFunctionExecutable::materializeDeferredScalarsSlow() const	3	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/ClonedArguments.cpp	bool ClonedArguments::getOwnPropertySlot(JSObject* object, JSGlobalObject* globalObject, PropertyName ident, PropertySlot& slot)	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ClonedArguments.cpp	void ClonedArguments::copyToArguments(JSGlobalObject* globalObject, JSValue* firstElementDest, unsigned offset, unsigned length)	6	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
